protein	accession	evalue	score
EPR_4281-140_maxbin2_080_4281-140_scaffold_1491_c1_17	TIGR02064	2.3000000000000003e-168	568.9
MAR_356-308_metabat1_084_356-308_scaffold_2285_c1_13	TIGR02064	2.5e-168	568.8
ELSC_M17_metabat2_182_M17_NODE_1352_length_25335_cov_26.534076_20	TIGR02064	2.5e-168	568.8
EPR_4281-140_metabat2_019_4281-140_scaffold_3751_c1_4	TIGR02064	2.9000000000000003e-168	568.6
ELSC_A3_maxbin2_080_A3_NODE_68_length_67014_cov_3.491097_9	TIGR02064	3.3e-168	568.4
Brothers_S144_metabat2_009_S144_NODE_470_length_23891_cov_2.309460_12	TIGR02064	3.5000000000000003e-168	568.3
EPR_4281-140_metabat1_049_4281-140_scaffold_39848_c1_1	TIGR02064	3.5000000000000003e-168	568.3
MAR_356-308_metabat2_107_356-308_scaffold_8251_c1_8	TIGR02064	3.7000000000000004e-168	568.3
ELSC_134-614_metabat2_084_134-614_scaffold_26540_c1_2	TIGR02064	4.3e-168	568.0
Brothers_S012_metabat2_059_S012_NODE_5843_length_8585_cov_2.279735_3	TIGR02064	4.8e-168	567.9
ELSC_A3_maxbin2_306_A3_NODE_34856_length_4420_cov_1.789658_6	TIGR02064	5e-168	567.8
Brothers_S144_maxbin2_248_S144_NODE_70435_length_2149_cov_3.628586_2	TIGR02064	5.100000000000001e-168	567.8
MAR_356-284_metabat1_057_356-284_scaffold_38948_c1_3	TIGR02064	6.000000000000001e-168	567.6
Brothers_S139_metabat1_093_S139_NODE_91827_length_2270_cov_1.911806_2	TIGR02064	6.500000000000001e-168	567.5
EPR_4281-140_maxbin2_106_4281-140_scaffold_35915_c1_2	TIGR02064	6.8e-168	567.4
Brothers_S010_metabat2_068_S010_NODE_202_length_35129_cov_3.652791_7	TIGR02064	7.200000000000001e-168	567.3
ELSC_132-544_metabat1_026_132-544_scaffold_2385_c1_3	TIGR02064	7.200000000000001e-168	567.3
ELSC_T10_metabat1_020_T10_NODE_88_length_51655_cov_7.299526_46	TIGR02064	7.200000000000001e-168	567.3
ELSC_T11_metabat2_018_T11_NODE_1854_length_13858_cov_6.875100_12	TIGR02064	7.200000000000001e-168	567.3
ELSC_T2_metabat1_014_T2_NODE_136_length_81622_cov_2.220333_6	TIGR02064	7.200000000000001e-168	567.3
Brothers_S146_metabat2_117_S146_NODE_61573_length_2772_cov_1.973535_2	TIGR02064	7.8e-168	567.2
Brothers_S139_maxbin2_319_S139_NODE_29294_length_4707_cov_17.493231_1	TIGR02064	7.8e-168	567.2
Brothers_S012_metabat2_169_S012_NODE_11621_length_5752_cov_2.080711_6	TIGR02064	7.8e-168	567.2
Guaymas_4559-240_metabat1_021_4559-240_scaffold_14634_c1_2	TIGR02064	1e-167	566.8
MAR_354-166_metabat2_060_354-166_scaffold_21610_c1_2	TIGR02064	1e-167	566.8
MAR_355-202_maxbin2_051_355-202_scaffold_8684_c1_8	TIGR02064	1e-167	566.8
Brothers_S139_metabat2_159_S139_NODE_3380_length_15407_cov_1.975327_10	TIGR02064	1e-167	566.8
Guaymas_4559-240_metabat2_056_4559-240_scaffold_170_c1_13	TIGR02064	1.1e-167	566.7
Guaymas_4571-419_metabat1_019_4571-419_scaffold_1591_c1_1	TIGR02064	1.1e-167	566.7
MAR_354-166_metabat2_120_354-166_scaffold_3263_c1_7	TIGR02064	1.2000000000000002e-167	566.6
EPR_4281-140_metabat1_004_4281-140_scaffold_1279_c1_3	TIGR02064	1.2000000000000002e-167	566.6
Guaymas_4559-240_metabat2_116_4559-240_scaffold_4_c2_28	TIGR02064	1.2000000000000002e-167	566.6
MAR_354-166_metabat2_021_354-166_scaffold_14896_c1_1	TIGR02064	1.6e-167	566.2
ELSC_T2_maxbin2_239_T2_NODE_83999_length_3152_cov_1.598017_2	TIGR02064	2e-167	565.8
ELSC_A3_metabat1_099_A3_NODE_213_length_40774_cov_2.198711_11	TIGR02064	2e-167	565.8
Brothers_S146_metabat2_135_S146_NODE_12131_length_6358_cov_3.632643_2	TIGR02064	2.2e-167	565.7
Brothers_S139_metabat2_137_S139_NODE_1549_length_23338_cov_4.890741_14	TIGR02064	2.5e-167	565.6
EPR_4281-140_metabat1_005_4281-140_scaffold_879_c1_10	TIGR02064	2.6000000000000003e-167	565.5
MAR_356-284_maxbin2_156_356-284_scaffold_3813_c1_3	TIGR02064	3e-167	565.2
Brothers_S139_metabat1_094_S139_NODE_12487_length_7629_cov_1.541056_2	TIGR02064	3.9000000000000006e-167	564.9
ELSC_T2_metabat2_327_T2_NODE_6698_length_11674_cov_1.389971_13	TIGR02064	4.3000000000000005e-167	564.8
ELSC_T2_maxbin2_165_T2_NODE_233097_length_1736_cov_2.736482_2	TIGR02064	4.7000000000000004e-167	564.6
Brothers_S144_metabat2_076_S144_NODE_2099_length_12576_cov_2.487027_9	TIGR02064	5.700000000000001e-167	564.3
ELSC_131-447_metabat2_074_131-447_scaffold_144_c1_78	TIGR02064	7.5e-167	563.9
EPR_4281-140_metabat2_083_4281-140_scaffold_183_c1_14	TIGR02064	9.500000000000001e-167	563.6
Brothers_S016_metabat2_123_S016_NODE_21937_length_3895_cov_33.830149_2	TIGR02064	1.7e-166	562.8
Brothers_S014_metabat2_053_S014_NODE_480_length_19065_cov_275.967367_7	TIGR02064	1.7e-166	562.8
ELSC_M17_metabat1_116_M17_NODE_19844_length_5614_cov_2.308912_1	TIGR02064	1.8e-166	562.7
MAR_354-166_metabat1_042_354-166_scaffold_11957_c1_2	TIGR02064	2.1999999999999998e-166	562.4
ELSC_134-614_metabat1_017_134-614_scaffold_1999_c1_7	TIGR02064	3.6e-166	561.7
ELSC_M2_metabat1_199_M2_NODE_189_length_77459_cov_4.553303_65	TIGR02064	3.6e-166	561.7
MAR_356-308_metabat2_112_356-308_scaffold_4056_c1_9	TIGR02064	4e-166	561.6
Brothers_S012_metabat2_187_S012_NODE_1291_length_20473_cov_21.582473_6	TIGR02064	4.1e-166	561.5
Brothers_S139_metabat2_027_S139_NODE_49406_length_3412_cov_4.967732_2	TIGR02064	4.1e-166	561.5
Brothers_S141_metabat2_233_S141_NODE_12851_length_6635_cov_2.965427_7	TIGR02064	4.1e-166	561.5
ELSC_T2_metabat2_384_T2_NODE_4708_length_14063_cov_1.944604_3	TIGR02064	4.6999999999999995e-166	561.3
ELSC_134-614_metabat1_038_134-614_scaffold_26447_c1_4	TIGR02064	4.9e-166	561.3
ELSC_128-326_maxbin2_089_128-326_scaffold_856_c1_21	TIGR02064	6.3e-166	560.9
MAR_356-308_metabat1_042_VB_356-308_scaffold_2840_c1_11	TIGR02064	7.5e-166	560.7
ELSC_M17_metabat1_046_M17_NODE_114784_length_1698_cov_0.598982_1	TIGR02064	7.6e-166	560.6
Brothers_S014_maxbin2_119_S014_NODE_496_length_18793_cov_44.589789_17	TIGR02064	7.8e-166	560.6
Brothers_S016_metabat2_043_S016_NODE_328_length_25563_cov_46.345730_3	TIGR02064	7.8e-166	560.6
Brothers_S012_metabat1_009_S012_NODE_7881_length_7204_cov_5.108379_6	TIGR02064	9.8e-166	560.3
MAR_354-166_maxbin2_140_354-166_scaffold_1449_c1_9	TIGR02064	1.2e-165	560.0
EPR_4281-140_metabat2_060_4281-140_scaffold_677_c1_20	TIGR02064	1.3e-165	559.9
Brothers_S144_maxbin2_185_S144_NODE_194945_length_1128_cov_1.025974_1	TIGR02064	1.4e-165	559.8
MAR_356-308_maxbin2_147_356-308_scaffold_148_c1_40	TIGR02064	1.9e-165	559.4
ELSC_A3_metabat2_057_A3_NODE_45792_length_3875_cov_18.482124_3	TIGR02064	2.0000000000000003e-165	559.2
Brothers_S143_metabat2_111_S143_NODE_2187_length_14863_cov_2.109392_2	TIGR02064	3.1e-165	558.7
ELSC_M2_metabat1_013_M2_NODE_16688_length_7316_cov_2.041730_5	TIGR02064	2.9e-165	558.7
Brothers_S141_maxbin2_029_S141_NODE_74064_length_1948_cov_0.851730_2	TIGR02064	5.3e-165	557.9
Brothers_S140_metabat2_116_S140_NODE_6575_length_7573_cov_1.779210_9	TIGR02064	7.6e-165	557.3
EPR_4281-140_maxbin2_001_4281-140_scaffold_28_c2_55	TIGR02064	9.2e-165	557.1
ELSC_M17_metabat2_153_M17_NODE_14407_length_6808_cov_18.243377_1	TIGR02064	1.1000000000000001e-164	556.8
ELSC_134-614_metabat1_049_134-614_scaffold_8882_c1_2	TIGR02064	1.2000000000000001e-164	556.7
ELSC_M2_metabat2_166_M2_NODE_2374_length_21472_cov_4.221223_2	TIGR02064	1.3e-164	556.6
Brothers_S140_metabat2_187_S140_NODE_996_length_15443_cov_1.616806_19	TIGR02064	1.3e-164	556.6
EPR_PIR-30_metabat2_099_PIR-30_scaffold_1612_c1_4	TIGR02064	1.5000000000000002e-164	556.3
Brothers_S146_metabat2_091_S146_NODE_51933_length_3042_cov_1.959520_1	TIGR02064	1.9000000000000003e-164	556.0
ELSC_128-326_metabat1_042_128-326_scaffold_30065_c1_2	TIGR02064	2e-164	556.0
Brothers_S143_maxbin2_342_S143_NODE_87831_length_1946_cov_8.588785_1	TIGR02064	4.5000000000000005e-164	554.8
ELSC_T2_metabat2_115_T2_NODE_19037_length_6851_cov_2.622546_5	TIGR02064	5.6e-164	554.5
ELSC_M10_maxbin2_001_M10_NODE_49829_length_1842_cov_9.064723_1	TIGR02064	5.900000000000001e-164	554.4
ELSC_M17_metabat1_110_M17_NODE_11742_length_7702_cov_3.346799_2	TIGR02064	8.5e-164	553.9
MAR_354-166_metabat1_078_354-166_scaffold_833_c1_28	TIGR02064	9.800000000000001e-164	553.7
ELSC_M2_maxbin2_280_M2_NODE_35261_length_4688_cov_20.737996_5	TIGR02064	1.1e-163	553.5
Brothers_S141_metabat2_180_S141_NODE_826_length_33046_cov_3.704153_19	TIGR02064	1.6e-163	553.0
ELSC_M2_maxbin2_314_M2_NODE_47797_length_3898_cov_6.017237_3	TIGR02064	2.9e-163	552.1
MAR_354-166_metabat1_085_354-166_scaffold_2198_c1_22	TIGR02064	1.0000000000000001e-162	550.4
ELSC_M2_metabat2_063_M2_NODE_8190_length_10998_cov_3.177445_8	TIGR02064	1.8000000000000001e-162	549.6
ELSC_A1_maxbin2_026_VB_A1_NODE_68363_length_2665_cov_7.276990_2	TIGR02064	2.3000000000000003e-162	549.2
MAR_355-202_metabat1_005_VB_355-202_scaffold_29_c1_73	TIGR02064	5.3e-162	548.0
ELSC_A3_maxbin2_306_A3_NODE_446183_length_1172_cov_1.298565_1	TIGR02064	1.8e-161	546.3
ELSC_M2_metabat1_006_M2_NODE_34589_length_4744_cov_2.511154_5	TIGR02064	2.4e-161	545.8
ELSC_T2_metabat2_416_T2_NODE_5705_length_12719_cov_2.114438_12	TIGR02064	2.6000000000000003e-161	545.7
ELSC_A3_maxbin2_501_A3_NODE_315391_length_1419_cov_2.615325_1	TIGR02064	4.6e-161	544.9
ELSC_M2_metabat1_155_VB_M2_NODE_37452_length_4521_cov_1.568958_6	TIGR02064	7.9e-161	544.1
ELSC_A1_maxbin2_001_A1_NODE_210082_length_1463_cov_260.510479_1	TIGR02064	1.3e-160	543.4
ELSC_T2_metabat2_199_T2_NODE_2070_length_21424_cov_2.681317_1	TIGR02064	6.2e-159	537.9
ELSC_M2_metabat2_020_M2_NODE_39247_length_4396_cov_3.200281_4	TIGR02064	1.1e-158	537.0
Brothers_S143_maxbin2_234_S143_NODE_107728_length_1704_cov_5.144578_2	TIGR02064	2.9000000000000002e-158	535.7
ELSC_128-326_metabat1_025_128-326_scaffold_36_c1_78	TIGR02064	3e-158	535.6
MAR_354-166_metabat1_082_354-166_scaffold_91_c1_8	TIGR02064	7.3e-157	531.1
ELSC_A3_metabat2_043_A3_NODE_57564_length_3460_cov_1.150615_2	TIGR02064	3.3e-156	528.9
Brothers_S144_metabat2_048_S144_NODE_76450_length_2044_cov_0.862806_1	TIGR02064	2.8e-155	525.8
ELSC_T2_metabat1_064_T2_NODE_207773_length_1863_cov_1.718318_1	TIGR02064	3.8999999999999997e-154	522.1
ELSC_A3_maxbin2_446_A3_NODE_65400_length_3245_cov_1.529185_4	TIGR02064	2.1e-153	519.7
Brothers_S144_metabat2_009_S144_NODE_37254_length_3105_cov_1.028543_4	TIGR02064	2.3e-153	519.6
ELSC_T2_metabat2_208_T2_NODE_66671_length_3575_cov_6.707947_3	TIGR02064	6.1e-152	514.8
Brothers_S012_maxbin2_007_S012_NODE_171572_length_1055_cov_1.297414_1	TIGR02064	3.2e-150	509.2
ELSC_M10_metabat2_035_M10_NODE_10134_length_5401_cov_1.058020_6	TIGR02064	1.8e-149	506.7
ELSC_A3_maxbin2_278_A3_NODE_468935_length_1140_cov_10.196446_1	TIGR02064	2.4e-149	506.3
MAR_356-308_metabat2_021_356-308_scaffold_3176_c1_1	TIGR02064	9.3e-149	504.4
ELSC_134-614_metabat2_015_134-614_scaffold_8913_c1_1	TIGR02064	1.1999999999999999e-148	504.0
ELSC_A3_metabat2_265_A3_NODE_28005_length_4915_cov_3.080409_1	TIGR02064	5.1999999999999995e-148	501.9
Brothers_S139_maxbin2_062_S139_NODE_5057_length_12526_cov_14.043471_1	TIGR02064	7.9e-148	501.3
Brothers_S143_maxbin2_113_S143_NODE_1773_length_16457_cov_10.802572_13	TIGR02064	1.7e-147	500.3
Brothers_S144_maxbin2_221_S144_NODE_17693_length_4586_cov_0.912088_4	TIGR02064	1.7e-147	500.2
ELSC_T2_metabat2_131_T2_NODE_35884_length_4949_cov_7.343219_7	TIGR02064	2.4999999999999998e-147	499.7
Brothers_S146_metabat2_052_S146_NODE_18421_length_5191_cov_6.323657_1	TIGR02064	8.599999999999999e-147	497.9
ELSC_A3_metabat2_012_A3_NODE_52885_length_3609_cov_1.157094_5	TIGR02064	9.3e-147	497.8
Brothers_S145_maxbin2_163_S145_NODE_1163_length_16289_cov_4.533474_4	TIGR02064	3.2e-146	496.0
Brothers_S142_metabat1_002_S142_NODE_583_length_16126_cov_15.565348_13	TIGR02064	3.3e-146	496.0
Brothers_S144_metabat1_050_S144_NODE_9551_length_6255_cov_2.933910_4	TIGR02064	3.3e-146	496.0
ELSC_134-614_metabat2_133_134-614_scaffold_491_c1_1	TIGR02064	1.0000000000000001e-145	494.4
ELSC_M2_maxbin2_182_M2_NODE_296483_length_1217_cov_2.690826_1	TIGR02064	2.0000000000000002e-145	493.4
ELSC_131-447_maxbin2_133_131-447_scaffold_5397_c1_13	TIGR02064	3e-145	492.8
Brothers_S144_maxbin2_248_S144_NODE_126884_length_1493_cov_3.286969_1	TIGR02064	3.6e-145	492.6
ELSC_134-614_maxbin2_065_134-614_scaffold_33621_c1_5	TIGR02064	6.7e-145	491.7
ELSC_A1_maxbin2_326_A1_NODE_156062_length_1729_cov_1.203496_2	TIGR02064	1.2e-144	490.8
Cayman_Shallow_HVA-1120_22_38	TIGR02064	2.8e-144	489.6
Axial_Seawater_UWMA-0830_NODE_1207_length_4584_cov_1.306035_2	TIGR02064	6.400000000000001e-144	488.4
Brothers_S140_metabat1_041_S140_NODE_25155_length_4147_cov_3.084328_1	TIGR02064	8.4e-144	488.1
Brothers_S144_maxbin2_011_S144_NODE_139238_length_1406_cov_3.450352_2	TIGR02064	8.4e-144	488.1
Cayman_Shallow_HVA-1130_139_3	TIGR02064	1.3e-143	487.4
Brothers_S144_metabat2_186_S144_NODE_2131_length_12485_cov_1.654475_9	TIGR02064	2.2e-143	486.7
Brothers_S146_maxbin2_181_S146_NODE_257055_length_1213_cov_9.720994_1	TIGR02064	2.6e-143	486.5
MAR_355-202_metabat1_024_355-202_scaffold_19445_c1_2	TIGR02064	4.4e-143	485.7
ELSC_M2_metabat2_112_M2_NODE_11696_length_9009_cov_4.881783_4	TIGR02064	6.8e-143	485.1
ELSC_131-447_metabat1_049_131-447_scaffold_816_c1_15	TIGR02064	6.8e-143	485.1
Cayman_Deep_HVA-1154_233_1	TIGR02064	6.4e-143	485.1
Brothers_S010_maxbin2_032_S010_NODE_31113_length_2489_cov_2.129128_1	TIGR02064	7e-143	485.0
ELSC_T10_metabat1_050_T10_NODE_25793_length_3337_cov_7.831153_3	TIGR02064	8.4e-143	484.8
Brothers_S139_maxbin2_123_VB_S139_NODE_13389_length_7352_cov_1.344360_7	TIGR02064	2.3e-142	483.3
ELSC_131-447_metabat2_062_131-447_scaffold_35333_c1_1	TIGR02064	2.4e-142	483.3
Brothers_S143_metabat2_230_S143_NODE_6173_length_8746_cov_3.780949_7	TIGR02064	4.7e-142	482.3
ELSC_128-326_metabat2_073_128-326_scaffold_5370_c1_5	TIGR02064	7.9e-142	481.6
ELSC_134-614_maxbin2_173_VB_134-614_scaffold_26479_c1_1	TIGR02064	1.2999999999999999e-141	480.9
Brothers_S012_metabat1_042_S012_NODE_4340_length_10243_cov_3.664690_1	TIGR02064	1.5999999999999998e-141	480.5
ELSC_M17_metabat2_162_M17_NODE_29971_length_4314_cov_2.193217_1	TIGR02064	1.7999999999999998e-141	480.4
Guaymas_Basin_HVA-1017_60_17	TIGR02064	2.1999999999999998e-141	480.1
Axial_Plume_UWMA-0819_NODE_93_length_27139_cov_37.570154_16	TIGR02064	2.1999999999999998e-141	480.1
Brothers_S139_maxbin2_097_S139_NODE_43341_length_3705_cov_3.736165_5	TIGR02064	2.3e-141	480.0
Brothers_S140_maxbin2_070_S140_NODE_12420_length_5755_cov_3.515814_8	TIGR02064	2.3e-141	480.0
Brothers_S141_metabat2_206_S141_NODE_14434_length_6167_cov_39.502815_5	TIGR02064	2.3e-141	480.0
Brothers_S146_maxbin2_162_S146_NODE_10040_length_6980_cov_21.486502_6	TIGR02064	2.3e-141	480.0
Brothers_S139_metabat2_193_S139_NODE_52472_length_3285_cov_1.600697_3	TIGR02064	2.3999999999999998e-141	479.9
Brothers_S140_maxbin2_101_S140_NODE_18773_length_4758_cov_2.139495_6	TIGR02064	2.5999999999999998e-141	479.8
Brothers_S141_metabat2_123_S141_NODE_12022_length_6941_cov_4.771940_4	TIGR02064	2.5999999999999998e-141	479.8
ELSC_128-326_metabat2_073_128-326_scaffold_5373_c1_4	TIGR02064	3e-141	479.7
MAR_354-166_metabat2_037_354-166_scaffold_10419_c1_4	TIGR02064	3e-141	479.7
Brothers_S012_maxbin2_039_S012_NODE_57868_length_2203_cov_2.354046_1	TIGR02064	5.1999999999999996e-141	478.9
Brothers_S146_maxbin2_157_S146_NODE_6651_length_8428_cov_52.609083_2	TIGR02064	6.1e-141	478.6
Brothers_S139_metabat1_019_S139_NODE_20492_length_5792_cov_1.828950_2	TIGR02064	8.799999999999999e-141	478.1
Brothers_S140_metabat2_223_S140_NODE_12338_length_5775_cov_44.131197_4	TIGR02064	8.9e-141	478.1
Brothers_S140_maxbin2_253_S140_NODE_63173_length_2570_cov_1.523127_2	TIGR02064	2.7e-139	473.2
Brothers_S012_metabat2_039_S012_NODE_16408_length_4702_cov_1.662951_3	TIGR02064	3.5e-139	472.9
Brothers_S141_metabat2_181_S141_NODE_3722_length_14346_cov_6.989943_9	TIGR02064	4.4999999999999995e-139	472.5
ELSC_M1_metabat2_020_M1_NODE_18782_length_2208_cov_9.315714_2	TIGR02064	6.6e-139	471.9
Brothers_S144_metabat1_018_S144_NODE_14808_length_5032_cov_3.249337_1	TIGR02064	7.7e-139	471.7
ELSC_A3_metabat1_020_A3_NODE_149294_length_2119_cov_3.522088_2	TIGR02064	9.299999999999999e-139	471.4
MAR_354-166_metabat2_095_354-166_scaffold_21959_c1_1	TIGR02064	2.9e-138	469.8
Brothers_S143_metabat2_125_S143_NODE_11_length_185308_cov_159.425616_1	TIGR02064	5.5e-138	468.9
Brothers_S146_maxbin2_306_S146_NODE_82740_length_2355_cov_1.873429_1	TIGR02064	1.2e-137	467.8
Brothers_S146_maxbin2_317_S146_NODE_30201_length_4046_cov_5.660117_4	TIGR02064	1.1e-136	464.6
ELSC_134-614_metabat2_064_134-614_scaffold_43178_c1_1	TIGR02064	4.8e-136	462.5
ELSC_A1_metabat2_266_A1_NODE_119036_length_2003_cov_1.442964_2	TIGR02064	9.400000000000001e-134	455.0
Axial_Plume_UWMA-0803_NODE_3878_length_4177_cov_109.538519_7	TIGR02064	1.3000000000000002e-133	454.5
ELSC_A3_maxbin2_507_A3_NODE_24260_length_5270_cov_7.488236_7	TIGR02064	3.6e-133	453.0
ELSC_134-614_maxbin2_001_134-614_scaffold_29295_c1_1	TIGR02064	7.7e-133	452.0
Brothers_S010_maxbin2_015_VB_S010_NODE_101734_length_1215_cov_2.523897_1	TIGR02064	1.5e-132	451.0
ELSC_A3_metabat2_303_A3_NODE_11098_length_7613_cov_1.284531_6	TIGR02064	7.5e-132	448.7
ELSC_128-326_maxbin2_069_128-326_scaffold_19464_c1_1	TIGR02064	2.2e-131	447.2
ELSC_T10_metabat2_154_T10_NODE_40765_length_2609_cov_53.778405_1	TIGR02064	1.9000000000000003e-130	444.1
Brothers_S141_metabat2_124_S141_NODE_1841_length_21618_cov_4.937695_9	TIGR02064	4.9e-130	442.7
Brothers_S146_maxbin2_300_S146_NODE_2166_length_13599_cov_4.872625_4	TIGR02064	4.9e-130	442.7
Brothers_S140_maxbin2_156_S140_NODE_75932_length_2317_cov_2.454795_1	TIGR02064	4.9e-130	442.7
ELSC_M10_maxbin2_189_M10_NODE_85780_length_1223_cov_9.020985_2	TIGR02064	6.800000000000001e-130	442.3
Brothers_S141_maxbin2_119_S141_NODE_75081_length_1926_cov_3.704836_3	TIGR02064	7.3e-130	442.1
ELSC_T2_maxbin2_530_T2_NODE_513891_length_1039_cov_2.288377_1	TIGR02064	8.200000000000001e-130	442.0
Brothers_S143_maxbin2_165_S143_NODE_96036_length_1838_cov_5.338983_1	TIGR02064	1.2999999999999999e-129	441.3
ELSC_134-614_metabat1_024_134-614_scaffold_16179_c1_8	TIGR02064	9.499999999999999e-129	438.5
Brothers_S140_maxbin2_038_S140_NODE_121444_length_1761_cov_1.477968_2	TIGR02064	1.3999999999999998e-127	434.6
ELSC_A3_maxbin2_015_A3_NODE_278217_length_1518_cov_2.227175_2	TIGR02064	4e-127	433.1
Brothers_S146_metabat2_220_S146_NODE_11092_length_6637_cov_5.504301_4	TIGR02064	1.4000000000000001e-126	431.3
ELSC_T10_metabat2_011_T10_NODE_41288_length_2592_cov_3.574442_1	TIGR02064	6.1e-126	429.2
Brothers_S012_maxbin2_007_S012_NODE_128943_length_1292_cov_3.102146_1	TIGR02064	7e-126	429.0
ELSC_T2_metabat2_190_T2_NODE_10319_length_9356_cov_2.396901_1	TIGR02064	5.400000000000001e-125	426.1
ELSC_A3_metabat1_213_A3_NODE_4971_length_11013_cov_3.107294_12	TIGR02064	1.5000000000000001e-123	421.3
ELSC_T10_metabat2_189_T10_NODE_7224_length_6472_cov_4.667139_4	TIGR02064	1.7e-123	421.2
ELSC_T2_metabat2_018_T2_NODE_10182_length_9423_cov_18.751291_7	TIGR02064	3.4e-123	420.2
Brothers_S146_metabat2_052_S146_NODE_25216_length_4439_cov_4.354824_6	TIGR02064	3.6000000000000003e-123	420.1
Brothers_S144_metabat2_062_S144_NODE_19591_length_4359_cov_7.115784_1	TIGR02064	5.8e-123	419.4
ELSC_T2_metabat2_384_T2_NODE_59103_length_3815_cov_1.879610_1	TIGR02064	1.9e-122	417.8
Brothers_S014_maxbin2_026_S014_NODE_39096_length_2181_cov_5.293574_2	TIGR02064	4.6e-122	416.5
ELSC_T11_metabat2_241_T11_NODE_36939_length_3141_cov_4.941606_1	TIGR02064	8.700000000000001e-122	415.6
ELSC_A3_maxbin2_003_A3_NODE_499241_length_1101_cov_18.144764_2	TIGR02064	1.0999999999999999e-121	415.2
Brothers_S139_metabat1_019_S139_NODE_29107_length_4725_cov_1.505220_5	TIGR02064	9.3e-121	412.2
Brothers_S140_metabat2_223_S140_NODE_6103_length_7805_cov_45.264782_8	TIGR02064	4e-120	410.1
ELSC_128-326_metabat1_046_128-326_scaffold_1119_c1_2	TIGR02064	5.9e-120	409.5
Brothers_S012_metabat2_095_S012_NODE_11011_length_5927_cov_2.686724_9	TIGR02064	1.4e-119	408.3
ELSC_T2_metabat1_089_T2_NODE_916_length_33253_cov_3.011713_24	TIGR02064	8.1e-119	405.8
Brothers_S145_metabat2_031_S145_NODE_7852_length_5715_cov_4.730852_5	TIGR02064	9.4e-119	405.6
Brothers_S141_metabat2_097_S141_NODE_60820_length_2267_cov_7.741589_1	TIGR02064	1e-118	405.5
EPR_PIR-30_maxbin2_026_PIR-30_scaffold_90008_c1_2	TIGR02064	2e-118	404.5
ELSC_131-447_maxbin2_054_131-447_scaffold_58720_c1_1	TIGR02064	8.800000000000001e-118	402.4
Brothers_S140_metabat2_157_S140_NODE_123189_length_1746_cov_3.437925_1	TIGR02064	9e-118	402.3
ELSC_M2_metabat2_164_M2_NODE_25524_length_5697_cov_3.423519_1	TIGR02064	2.7e-117	400.7
Brothers_S146_maxbin2_075_S146_NODE_14249_length_5882_cov_2.295048_8	TIGR02064	4.4e-117	400.1
Brothers_S012_metabat2_095_S012_NODE_40073_length_2766_cov_2.420235_4	TIGR02064	5.7e-117	399.7
Brothers_S013_metabat2_105_S013_NODE_4235_length_5854_cov_2.301903_7	TIGR02064	6.6e-117	399.5
Brothers_S140_maxbin2_088_S140_NODE_137126_length_1637_cov_2.938411_2	TIGR02064	2e-116	397.9
ELSC_M2_maxbin2_395_M2_NODE_117449_length_2227_cov_2.420476_3	TIGR02064	3.9e-116	396.9
Brothers_S145_maxbin2_142_S145_NODE_21272_length_3190_cov_5.999021_1	TIGR02064	1.1e-115	395.4
ELSC_M10_metabat2_016_M10_NODE_48763_length_1871_cov_30.380161_2	TIGR02064	1.9999999999999999e-115	394.6
ELSC_A3_metabat2_226_A3_NODE_108482_length_2506_cov_4.628836_4	TIGR02064	4.2999999999999995e-115	393.5
ELSC_134-614_maxbin2_083_134-614_scaffold_56790_c1_3	TIGR02064	5.7e-115	393.1
Brothers_S017_maxbin2_035_S017_NODE_29911_length_1001_cov_6.630435_1	TIGR02064	6.9999999999999995e-115	392.8
Brothers_S144_maxbin2_209_VB_S144_NODE_16573_length_4737_cov_1.331236_1	TIGR02064	2.6e-113	387.7
ELSC_T10_metabat1_079_T10_NODE_26038_length_3321_cov_4.508453_4	TIGR02064	2.4999999999999998e-112	384.4
ELSC_M17_metabat1_112_M17_NODE_2331_length_19125_cov_2.280187_1	TIGR02064	2.8000000000000003e-111	381.0
ELSC_134-614_metabat2_146_134-614_scaffold_963_c1_22	TIGR02064	3.6e-111	380.6
ELSC_T2_maxbin2_130_T2_NODE_181600_length_2020_cov_24.577390_1	TIGR02064	1.5e-110	378.6
ELSC_T10_maxbin2_255_T10_NODE_145033_length_1246_cov_1.587131_1	TIGR02064	1.7e-109	375.1
ELSC_M1_metabat1_026_M1_NODE_21501_length_2022_cov_3.221108_3	TIGR02064	4e-107	367.3
Brothers_S010_maxbin2_015_VB_S010_NODE_10259_length_4539_cov_2.044651_1	TIGR02064	5.1999999999999995e-107	366.9
Brothers_S144_metabat2_201_S144_NODE_26916_length_3703_cov_1.141499_1	TIGR02064	2.1e-106	364.9
ELSC_T2_metabat1_259_T2_NODE_49399_length_4193_cov_2.211264_1	TIGR02064	4.6e-106	363.8
Brothers_S145_maxbin2_100_S145_NODE_106214_length_1053_cov_10.759179_1	TIGR02064	5.8e-106	363.5
MAR_354-166_metabat1_083_354-166_scaffold_21682_c1_5	TIGR02064	6.999999999999999e-106	363.2
Brothers_S143_metabat2_218_S143_NODE_64314_length_2373_cov_1.451915_2	TIGR02064	2.7999999999999996e-105	361.2
EPR_4281-140_metabat1_050_4281-140_scaffold_33615_c1_2	TIGR02064	5.099999999999999e-105	360.3
ELSC_134-614_maxbin2_001_134-614_scaffold_90525_c1_1	TIGR02064	3.9e-103	354.1
